source,target,relation,common_count,common_topics,reason,source_evidence_url,target_evidence_url
1,11,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/a/core-1-and-2-v15/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/automation/ccna-automation/index.html
1,12,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/a/core-1-and-2-v15/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/automation/ccnp-automation/index.html
1,38,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/a/core-1-and-2-v15/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html
1,41,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/a/core-1-and-2-v15/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/support-technician/index.html
1,43,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/a/core-1-and-2-v15/,https://www.comptia.org/ja-jp/certifications/network/
1,46,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/a/core-1-and-2-v15/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
1,48,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/a/core-1-and-2-v15/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/cybersecurity/ccna-cybersecurity/index.html
1,51,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/a/core-1-and-2-v15/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/support-technician/index.html
1,68,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/a/core-1-and-2-v15/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
1,116,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/a/core-1-and-2-v15/,https://docs.aws.amazon.com/aws-certification/latest/cloud-practitioner-02/cloud-practitioner-02.html
1,131,official_scope_overlap,2,OS|ネットワーク基礎,公式試験範囲で「OS・ネットワーク基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/a/core-1-and-2-v15/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/az-140
2,4,official_scope_overlap,4,IT基礎|コンピュータ基礎|ネットワーク基礎|セキュリティ基礎,公式試験範囲で「IT基礎・コンピュータ基礎・ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/tech/,https://jken.sgec.or.jp/information/juse/
2,5,official_scope_overlap,4,IT基礎|コンピュータ基礎|ネットワーク基礎|セキュリティ基礎,公式試験範囲で「IT基礎・コンピュータ基礎・ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/tech/,https://jken.sgec.or.jp/information/juse/
2,7,official_scope_overlap,4,IT基礎|コンピュータ基礎|ネットワーク基礎|セキュリティ基礎,公式試験範囲で「IT基礎・コンピュータ基礎・ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/tech/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
2,9,official_scope_overlap,3,コンピュータ基礎|ネットワーク基礎|セキュリティ基礎,公式試験範囲で「コンピュータ基礎・ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/tech/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
2,137,official_scope_overlap,3,コンピュータ基礎|ネットワーク基礎|セキュリティ基礎,公式試験範囲で「コンピュータ基礎・ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/tech/,https://www.comptia.org/en-us/certifications/server/
2,6,official_scope_overlap,2,IT基礎|コンピュータ基礎,公式試験範囲で「IT基礎・コンピュータ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/tech/,https://jken.sgec.or.jp/information/juse/
2,8,official_scope_overlap,2,コンピュータ基礎|セキュリティ基礎,公式試験範囲で「コンピュータ基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/tech/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
2,11,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/tech/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/automation/ccna-automation/index.html
2,12,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/tech/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/automation/ccnp-automation/index.html
2,33,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/tech/,https://linuc.org/linuc1/range/
2,38,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/tech/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html
2,41,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/tech/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/support-technician/index.html
2,43,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/tech/,https://www.comptia.org/ja-jp/certifications/network/
2,46,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/tech/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
2,48,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/tech/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/cybersecurity/ccna-cybersecurity/index.html
2,51,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/tech/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/support-technician/index.html
2,68,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/tech/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
2,116,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.comptia.org/ja-jp/certifications/tech/,https://docs.aws.amazon.com/aws-certification/latest/cloud-practitioner-02/cloud-practitioner-02.html
3,8,official_scope_overlap,4,コンピュータ基礎|OS|プロジェクト管理|ソフトウェア開発,公式試験範囲で「コンピュータ基礎・OS・プロジェクト管理・ソフトウェア開発」が共通しているため。,https://jken.sgec.or.jp/common/pdf/information/jsystem_kihon.pdf,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
3,9,official_scope_overlap,3,コンピュータ基礎|OS|ソフトウェア開発,公式試験範囲で「コンピュータ基礎・OS・ソフトウェア開発」が共通しているため。,https://jken.sgec.or.jp/common/pdf/information/jsystem_kihon.pdf,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
3,5,official_scope_overlap,2,コンピュータ基礎|プロジェクト管理,公式試験範囲で「コンピュータ基礎・プロジェクト管理」が共通しているため。,https://jken.sgec.or.jp/common/pdf/information/jsystem_kihon.pdf,https://jken.sgec.or.jp/information/juse/
3,7,official_scope_overlap,2,コンピュータ基礎|プロジェクト管理,公式試験範囲で「コンピュータ基礎・プロジェクト管理」が共通しているため。,https://jken.sgec.or.jp/common/pdf/information/jsystem_kihon.pdf,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
3,26,official_scope_overlap,2,OS|ソフトウェア開発,公式試験範囲で「OS・ソフトウェア開発」が共通しているため。,https://jken.sgec.or.jp/common/pdf/information/jsystem_kihon.pdf,https://www.pythonic-exam.com/exam/jissen
3,137,official_scope_overlap,2,コンピュータ基礎|OS,公式試験範囲で「コンピュータ基礎・OS」が共通しているため。,https://jken.sgec.or.jp/common/pdf/information/jsystem_kihon.pdf,https://www.comptia.org/en-us/certifications/server/
4,5,official_scope_overlap,4,IT基礎|コンピュータ基礎|ネットワーク基礎|セキュリティ基礎,公式試験範囲で「IT基礎・コンピュータ基礎・ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://jken.sgec.or.jp/information/juse/
4,7,official_scope_overlap,4,IT基礎|コンピュータ基礎|ネットワーク基礎|セキュリティ基礎,公式試験範囲で「IT基礎・コンピュータ基礎・ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
4,9,official_scope_overlap,3,コンピュータ基礎|ネットワーク基礎|セキュリティ基礎,公式試験範囲で「コンピュータ基礎・ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
4,137,official_scope_overlap,3,コンピュータ基礎|ネットワーク基礎|セキュリティ基礎,公式試験範囲で「コンピュータ基礎・ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.comptia.org/en-us/certifications/server/
4,6,official_scope_overlap,2,IT基礎|コンピュータ基礎,公式試験範囲で「IT基礎・コンピュータ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://jken.sgec.or.jp/information/juse/
4,8,official_scope_overlap,2,コンピュータ基礎|セキュリティ基礎,公式試験範囲で「コンピュータ基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
4,11,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/automation/ccna-automation/index.html
4,12,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/automation/ccnp-automation/index.html
4,33,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://linuc.org/linuc1/range/
4,38,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html
4,41,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/support-technician/index.html
4,43,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.comptia.org/ja-jp/certifications/network/
4,46,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
4,48,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/cybersecurity/ccna-cybersecurity/index.html
4,51,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/support-technician/index.html
4,68,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
4,116,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://docs.aws.amazon.com/aws-certification/latest/cloud-practitioner-02/cloud-practitioner-02.html
5,7,official_scope_overlap,6,IT基礎|コンピュータ基礎|ネットワーク基礎|セキュリティ基礎|プロジェクト管理|IT戦略,公式試験範囲で「IT基礎・コンピュータ基礎・ネットワーク基礎・セキュリティ基礎・プロジェクト管理・IT戦略」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
5,8,official_scope_overlap,4,コンピュータ基礎|セキュリティ基礎|プロジェクト管理|IT戦略,公式試験範囲で「コンピュータ基礎・セキュリティ基礎・プロジェクト管理・IT戦略」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
5,6,official_scope_overlap,3,IT基礎|コンピュータ基礎|Web,公式試験範囲で「IT基礎・コンピュータ基礎・Web」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://jken.sgec.or.jp/information/juse/
5,9,official_scope_overlap,3,コンピュータ基礎|ネットワーク基礎|セキュリティ基礎,公式試験範囲で「コンピュータ基礎・ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
5,137,official_scope_overlap,3,コンピュータ基礎|ネットワーク基礎|セキュリティ基礎,公式試験範囲で「コンピュータ基礎・ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.comptia.org/en-us/certifications/server/
5,11,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/automation/ccna-automation/index.html
5,12,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/automation/ccnp-automation/index.html
5,24,official_scope_overlap,2,セキュリティ基礎|Web,公式試験範囲で「セキュリティ基礎・Web」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.phpexam.jp/summary/expert8
5,27,official_scope_overlap,2,ネットワーク基礎|Web,公式試験範囲で「ネットワーク基礎・Web」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://html5exam.jp/outline/objectives_lv1.html
5,29,official_scope_overlap,2,セキュリティ基礎|Web,公式試験範囲で「セキュリティ基礎・Web」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.webdesign.gr.jp/application/items/
5,30,official_scope_overlap,2,セキュリティ基礎|Web,公式試験範囲で「セキュリティ基礎・Web」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.webdesign.gr.jp/application/items/
5,33,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://linuc.org/linuc1/range/
5,38,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html
5,41,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/support-technician/index.html
5,43,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.comptia.org/ja-jp/certifications/network/
5,46,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
5,48,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/cybersecurity/ccna-cybersecurity/index.html
5,51,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/support-technician/index.html
5,68,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
5,116,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://docs.aws.amazon.com/aws-certification/latest/cloud-practitioner-02/cloud-practitioner-02.html
5,142,official_scope_overlap,2,セキュリティ基礎|IT戦略,公式試験範囲で「セキュリティ基礎・IT戦略」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://jken.sgec.or.jp/common/pdf/information/jsystem_systemdesign.pdf
5,146,official_scope_overlap,2,プロジェクト管理|IT戦略,公式試験範囲で「プロジェクト管理・IT戦略」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
6,7,official_scope_overlap,2,IT基礎|コンピュータ基礎,公式試験範囲で「IT基礎・コンピュータ基礎」が共通しているため。,https://jken.sgec.or.jp/information/juse/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
7,8,official_scope_overlap,5,コンピュータ基礎|データベース|セキュリティ基礎|プロジェクト管理|IT戦略,公式試験範囲で「コンピュータ基礎・データベース・セキュリティ基礎・プロジェクト管理・IT戦略」が共通しているため。,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
7,9,official_scope_overlap,4,コンピュータ基礎|データベース|ネットワーク基礎|セキュリティ基礎,公式試験範囲で「コンピュータ基礎・データベース・ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
7,116,official_scope_overlap,3,データベース|ネットワーク基礎|セキュリティ基礎,公式試験範囲で「データベース・ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,https://docs.aws.amazon.com/aws-certification/latest/cloud-practitioner-02/cloud-practitioner-02.html
7,125,official_scope_overlap,3,セキュリティ基礎|データ分析|AI基礎,公式試験範囲で「セキュリティ基礎・データ分析・AI基礎」が共通しているため。,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,https://services.google.com/fh/files/misc/cloud_digital_leader_exam_guide_english.pdf
7,137,official_scope_overlap,3,コンピュータ基礎|ネットワーク基礎|セキュリティ基礎,公式試験範囲で「コンピュータ基礎・ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,https://www.comptia.org/en-us/certifications/server/
7,142,official_scope_overlap,3,データベース|セキュリティ基礎|IT戦略,公式試験範囲で「データベース・セキュリティ基礎・IT戦略」が共通しているため。,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,https://jken.sgec.or.jp/common/pdf/information/jsystem_systemdesign.pdf
7,146,official_scope_overlap,3,データ分析|プロジェクト管理|IT戦略,公式試験範囲で「データ分析・プロジェクト管理・IT戦略」が共通しているため。,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
7,11,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/automation/ccna-automation/index.html
7,12,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/automation/ccnp-automation/index.html
7,24,official_scope_overlap,2,データベース|セキュリティ基礎,公式試験範囲で「データベース・セキュリティ基礎」が共通しているため。,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,https://www.phpexam.jp/summary/expert8
7,33,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,https://linuc.org/linuc1/range/
7,38,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html
7,41,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/support-technician/index.html
7,43,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,https://www.comptia.org/ja-jp/certifications/network/
7,46,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
7,48,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/cybersecurity/ccna-cybersecurity/index.html
7,51,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/support-technician/index.html
7,68,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
